model,nb_users,agent_id,run_id,percent
gemma3:12b,25,6,8,0
gemma3:12b,50,39,8,100
ministral-3:14b,75,0,0,0
qwen3:14b,50,42,4,0
qwen3:14b,75,74,7,100
qwen3:14b,75,19,7,0
qwen3:14b,25,12,1,0
ministral-3:14b,75,24,1,0
gemma3:12b,25,13,4,100
qwen3:14b,100,56,4,0
ministral-3:14b,50,10,5,0
gemma3:12b,75,67,9,0
ministral-3:14b,50,16,3,0
gemma3:12b,75,59,6,0
ministral-3:14b,100,48,5,0
gemma3:12b,25,7,6,0
ministral-3:14b,100,77,0,0
ministral-3:14b,100,63,3,0
qwen3:14b,100,69,2,100
gemma3:12b,75,74,0,0
gemma3:12b,75,34,7,0
gemma3:12b,25,17,8,0
gemma3:12b,100,60,5,100
gemma3:12b,25,8,8,0
gemma3:12b,100,80,5,0
qwen3:14b,100,24,4,0
qwen3:14b,100,2,1,100
qwen3:14b,100,56,2,100
qwen3:14b,75,18,9,0
gemma3:12b,100,43,6,0
ministral-3:14b,50,30,1,0
ministral-3:14b,25,1,6,0
gemma3:12b,50,48,5,0
ministral-3:14b,75,27,6,0
qwen3:14b,50,0,0,100
ministral-3:14b,100,37,2,0
gemma3:12b,100,75,9,100
ministral-3:14b,100,25,7,0
ministral-3:14b,75,17,6,0
qwen3:14b,50,6,8,0
qwen3:14b,75,27,4,0
qwen3:14b,75,48,8,100
ministral-3:14b,25,4,1,100
gemma3:12b,25,17,6,0
ministral-3:14b,100,55,4,0
gemma3:12b,50,2,8,0
qwen3:14b,75,7,1,0
gemma3:12b,100,76,9,100
ministral-3:14b,50,25,6,0
qwen3:14b,100,88,6,100
qwen3:14b,100,81,5,0
qwen3:14b,25,4,1,0
gemma3:12b,25,5,5,0
gemma3:12b,50,9,5,0
gemma3:12b,50,49,1,0
ministral-3:14b,75,13,0,0
qwen3:14b,25,19,6,100
qwen3:14b,100,90,9,0
qwen3:14b,50,1,3,100
ministral-3:14b,75,62,6,0
ministral-3:14b,75,10,1,100
ministral-3:14b,75,61,1,0
ministral-3:14b,100,81,0,0
ministral-3:14b,25,18,4,0
gemma3:12b,100,31,3,0
gemma3:12b,100,36,1,0
gemma3:12b,25,2,9,100
gemma3:12b,100,78,5,0
gemma3:12b,75,9,5,100
ministral-3:14b,100,42,6,0
ministral-3:14b,75,3,7,0
qwen3:14b,100,36,4,100
gemma3:12b,100,77,7,0
gemma3:12b,50,10,3,0
gemma3:12b,75,70,8,0
gemma3:12b,100,69,6,0
qwen3:14b,50,1,8,100
qwen3:14b,75,5,3,100
gemma3:12b,75,30,1,0
qwen3:14b,100,40,0,0
gemma3:12b,75,31,9,0
gemma3:12b,75,30,5,0
gemma3:12b,100,43,4,0
gemma3:12b,75,67,6,0
ministral-3:14b,50,41,7,0
ministral-3:14b,100,21,5,0
qwen3:14b,50,15,4,0
gemma3:12b,100,63,8,0
ministral-3:14b,100,51,4,0
ministral-3:14b,75,37,6,100
gemma3:12b,50,41,8,100
gemma3:12b,100,62,5,100
ministral-3:14b,25,7,0,0
gemma3:12b,25,21,1,0
qwen3:14b,75,41,3,100
ministral-3:14b,100,67,9,0
qwen3:14b,100,73,8,100
gemma3:12b,75,29,2,0
gemma3:12b,50,35,4,0
qwen3:14b,10,6,7,100
ministral-3:14b,75,38,5,0
qwen3:14b,75,43,4,100
ministral-3:14b,75,47,3,100
ministral-3:14b,75,54,6,0
ministral-3:14b,50,4,5,0
gemma3:12b,75,50,9,0
qwen3:14b,10,4,0,0
qwen3:14b,100,44,7,0
qwen3:14b,100,73,2,100
qwen3:14b,50,42,9,0
ministral-3:14b,75,5,7,0
ministral-3:14b,10,5,8,0
gemma3:12b,10,3,2,0
ministral-3:14b,50,36,3,0
gemma3:12b,75,18,1,0
qwen3:14b,25,15,3,100
ministral-3:14b,100,54,7,0
ministral-3:14b,100,4,3,0
gemma3:12b,100,78,2,0
ministral-3:14b,100,95,7,0
qwen3:14b,100,85,7,100
gemma3:12b,25,8,3,100
gemma3:12b,100,7,8,0
gemma3:12b,75,36,1,0
qwen3:14b,100,93,5,100
ministral-3:14b,50,4,3,0
ministral-3:14b,75,68,1,0
gemma3:12b,100,34,0,100
gemma3:12b,25,9,4,100
ministral-3:14b,50,26,7,0
gemma3:12b,75,5,7,0
gemma3:12b,50,4,7,0
qwen3:14b,75,61,0,100
ministral-3:14b,100,68,6,0
gemma3:12b,50,46,5,0
qwen3:14b,100,55,2,100
ministral-3:14b,50,32,4,100
qwen3:14b,75,59,4,0
gemma3:12b,75,36,9,0
qwen3:14b,25,21,9,100
qwen3:14b,50,33,6,100
gemma3:12b,75,44,5,0
gemma3:12b,50,14,6,0
gemma3:12b,75,47,0,0
gemma3:12b,100,56,1,100
gemma3:12b,75,42,4,100
ministral-3:14b,50,2,0,0
gemma3:12b,50,7,0,100
ministral-3:14b,50,10,7,0
gemma3:12b,10,0,8,100
ministral-3:14b,100,5,8,0
qwen3:14b,25,20,6,0
qwen3:14b,100,10,0,0
ministral-3:14b,100,39,3,0
qwen3:14b,100,67,3,0
ministral-3:14b,50,24,4,0
gemma3:12b,50,6,5,0
qwen3:14b,100,9,1,0
gemma3:12b,100,11,2,0
qwen3:14b,100,86,0,100
ministral-3:14b,100,74,3,0
qwen3:14b,100,58,7,0
gemma3:12b,25,7,1,0
qwen3:14b,50,39,9,0
qwen3:14b,75,2,2,0
gemma3:12b,100,69,0,100
qwen3:14b,75,66,0,0
qwen3:14b,100,57,4,100
qwen3:14b,25,24,5,0
ministral-3:14b,100,36,3,0
ministral-3:14b,10,8,8,0
qwen3:14b,100,1,0,0
qwen3:14b,100,84,3,100
gemma3:12b,50,25,7,0
gemma3:12b,50,11,4,0
ministral-3:14b,75,73,7,0
gemma3:12b,75,23,0,0
gemma3:12b,75,61,7,0
ministral-3:14b,100,98,7,0
qwen3:14b,75,71,1,100
ministral-3:14b,100,50,3,0
qwen3:14b,100,38,3,100
ministral-3:14b,75,29,5,0
qwen3:14b,50,2,6,0
gemma3:12b,100,92,3,100
ministral-3:14b,50,40,7,0
qwen3:14b,75,16,7,0
gemma3:12b,100,62,6,0
ministral-3:14b,50,22,4,100
gemma3:12b,100,13,2,0
ministral-3:14b,25,2,5,0
ministral-3:14b,75,43,4,0
qwen3:14b,75,48,7,0
gemma3:12b,25,2,7,0
qwen3:14b,25,6,9,100
gemma3:12b,100,64,7,0
qwen3:14b,100,31,2,0
qwen3:14b,50,25,3,100
gemma3:12b,25,14,7,0
qwen3:14b,50,1,4,100
gemma3:12b,100,50,6,0
ministral-3:14b,100,16,9,0
ministral-3:14b,100,43,0,0
gemma3:12b,75,7,3,0
ministral-3:14b,75,25,4,0
ministral-3:14b,75,55,7,0
gemma3:12b,100,59,7,0
qwen3:14b,75,73,9,0
qwen3:14b,50,7,9,100
gemma3:12b,75,48,4,100
gemma3:12b,100,38,9,0
ministral-3:14b,100,26,2,0
gemma3:12b,75,20,4,100
qwen3:14b,1,0,8,0
qwen3:14b,75,14,0,0
gemma3:12b,75,27,8,0
gemma3:12b,100,29,2,100
ministral-3:14b,75,32,6,0
ministral-3:14b,100,28,6,0
qwen3:14b,100,78,3,100
ministral-3:14b,50,14,0,100
qwen3:14b,75,10,9,100
qwen3:14b,25,18,8,100
gemma3:12b,75,50,7,0
gemma3:12b,75,21,2,100
ministral-3:14b,75,50,6,0
gemma3:12b,100,22,7,0
gemma3:12b,75,16,0,0
gemma3:12b,50,49,3,0
gemma3:12b,50,21,2,0
qwen3:14b,100,52,4,100
ministral-3:14b,100,69,5,0
gemma3:12b,100,24,2,0
ministral-3:14b,50,0,9,100
ministral-3:14b,25,8,3,0
ministral-3:14b,75,19,5,0
qwen3:14b,100,57,7,0
qwen3:14b,50,6,9,100
qwen3:14b,10,3,0,0
gemma3:12b,100,47,0,100
qwen3:14b,100,1,4,0
ministral-3:14b,75,17,2,0
gemma3:12b,50,8,7,0
ministral-3:14b,75,58,4,0
qwen3:14b,75,33,9,0
gemma3:12b,25,12,7,0
gemma3:12b,50,28,9,100
qwen3:14b,75,40,5,0
ministral-3:14b,10,8,9,0
gemma3:12b,50,31,4,0
qwen3:14b,75,50,4,0
gemma3:12b,50,17,1,100
gemma3:12b,25,19,3,100
qwen3:14b,100,76,3,100
qwen3:14b,75,64,8,100
ministral-3:14b,25,23,8,100
qwen3:14b,100,90,1,0
gemma3:12b,25,1,7,0
gemma3:12b,50,0,9,100
ministral-3:14b,75,34,8,0
qwen3:14b,100,4,6,100
ministral-3:14b,75,60,7,100
ministral-3:14b,50,41,5,0
gemma3:12b,100,21,9,0
ministral-3:14b,100,69,7,0
ministral-3:14b,100,19,1,0
qwen3:14b,50,42,8,0
qwen3:14b,75,63,5,0
qwen3:14b,25,17,3,100
qwen3:14b,75,50,8,100
qwen3:14b,50,24,2,0
gemma3:12b,75,49,1,0
qwen3:14b,25,8,5,0
qwen3:14b,50,8,7,100
qwen3:14b,100,23,0,0
ministral-3:14b,50,46,7,0
qwen3:14b,100,11,3,0
ministral-3:14b,100,30,9,0
ministral-3:14b,75,51,6,0
ministral-3:14b,100,73,5,100
qwen3:14b,25,4,2,100
ministral-3:14b,75,58,3,0
ministral-3:14b,75,21,2,0
gemma3:12b,25,9,3,100
gemma3:12b,100,66,7,0
ministral-3:14b,100,89,4,100
qwen3:14b,75,60,7,0
ministral-3:14b,75,51,5,0
qwen3:14b,75,38,3,100
ministral-3:14b,50,41,3,0
qwen3:14b,25,0,0,100
qwen3:14b,25,8,1,0
gemma3:12b,100,99,0,0
qwen3:14b,75,25,8,100
gemma3:12b,100,2,5,100
ministral-3:14b,100,7,0,0
gemma3:12b,100,60,1,0
ministral-3:14b,100,23,4,0
qwen3:14b,100,56,5,0
gemma3:12b,25,2,2,100
gemma3:12b,75,16,7,100
gemma3:12b,100,87,7,0
qwen3:14b,75,26,1,0
ministral-3:14b,75,61,6,0
ministral-3:14b,50,42,1,0
gemma3:12b,75,0,5,100
ministral-3:14b,100,8,7,0
gemma3:12b,75,18,7,100
gemma3:12b,10,1,8,0
gemma3:12b,75,25,5,0
gemma3:12b,75,38,7,0
gemma3:12b,100,63,9,0
qwen3:14b,100,5,9,0
ministral-3:14b,100,69,9,100
gemma3:12b,100,33,5,100
gemma3:12b,50,14,4,0
gemma3:12b,75,54,2,0
qwen3:14b,50,24,0,100
gemma3:12b,25,10,6,0
ministral-3:14b,75,58,8,100
qwen3:14b,75,48,4,0
qwen3:14b,75,56,4,0
gemma3:12b,100,85,5,0
gemma3:12b,75,73,6,0
gemma3:12b,50,2,5,0
qwen3:14b,100,56,8,0
ministral-3:14b,100,90,9,0
qwen3:14b,10,0,7,100
qwen3:14b,75,43,1,100
gemma3:12b,25,17,9,100
gemma3:12b,100,51,5,100
qwen3:14b,25,3,8,0
gemma3:12b,10,0,7,0
ministral-3:14b,100,68,5,0
ministral-3:14b,100,96,4,100
qwen3:14b,50,1,0,100
ministral-3:14b,50,48,8,0
gemma3:12b,10,5,7,0
gemma3:12b,100,41,1,100
qwen3:14b,75,62,9,0
gemma3:12b,75,41,6,0
qwen3:14b,50,20,3,100
gemma3:12b,100,38,3,100
gemma3:12b,75,33,7,0
gemma3:12b,75,14,2,0
qwen3:14b,25,13,4,100
gemma3:12b,50,26,7,0
gemma3:12b,25,10,4,100
gemma3:12b,100,68,6,0
gemma3:12b,75,11,5,0
ministral-3:14b,100,13,7,0
ministral-3:14b,75,65,5,0
ministral-3:14b,75,28,9,0
gemma3:12b,50,14,0,0
ministral-3:14b,75,41,8,100
gemma3:12b,50,31,1,0
qwen3:14b,75,74,2,0
qwen3:14b,50,34,4,0
qwen3:14b,75,71,3,100
qwen3:14b,75,54,9,100
gemma3:12b,100,44,6,0
ministral-3:14b,50,9,9,0
gemma3:12b,100,14,2,0
gemma3:12b,100,51,2,0
gemma3:12b,75,28,9,0
gemma3:12b,75,41,9,0
ministral-3:14b,75,37,8,0
qwen3:14b,100,40,7,0
qwen3:14b,100,88,9,0
gemma3:12b,100,42,0,100
ministral-3:14b,50,5,4,0
gemma3:12b,10,6,3,0
ministral-3:14b,100,5,4,0
ministral-3:14b,100,73,7,0
gemma3:12b,75,71,7,0
ministral-3:14b,100,76,4,0
ministral-3:14b,50,28,4,100
ministral-3:14b,75,74,6,100
ministral-3:14b,100,6,6,0
ministral-3:14b,50,9,5,0
gemma3:12b,25,8,1,0
ministral-3:14b,50,11,5,100
ministral-3:14b,25,24,0,0
gemma3:12b,75,52,8,0
ministral-3:14b,75,2,7,0
ministral-3:14b,100,60,3,0
ministral-3:14b,75,27,8,0
gemma3:12b,75,21,1,0
gemma3:12b,100,98,4,100
ministral-3:14b,100,66,5,0
qwen3:14b,100,38,6,100
qwen3:14b,100,54,4,100
qwen3:14b,100,58,8,0
gemma3:12b,50,7,3,0
gemma3:12b,75,24,2,0
ministral-3:14b,100,57,2,0
gemma3:12b,75,41,7,0
qwen3:14b,100,33,5,0
gemma3:12b,100,33,4,0
gemma3:12b,75,56,3,0
qwen3:14b,100,85,2,100
gemma3:12b,75,41,1,0
qwen3:14b,100,45,3,0
ministral-3:14b,100,67,5,0
qwen3:14b,100,23,8,100
gemma3:12b,100,7,6,0
gemma3:12b,100,54,4,0
qwen3:14b,75,63,2,100
ministral-3:14b,75,7,1,0
gemma3:12b,100,47,6,0
ministral-3:14b,50,40,0,0
qwen3:14b,100,37,8,100
qwen3:14b,75,46,2,100
gemma3:12b,100,30,4,0
ministral-3:14b,100,11,1,0
gemma3:12b,25,16,7,100
qwen3:14b,75,46,9,100
qwen3:14b,50,35,1,100
qwen3:14b,100,69,7,100
qwen3:14b,100,68,2,100
gemma3:12b,100,84,8,0
qwen3:14b,100,46,8,100
ministral-3:14b,50,5,5,0
qwen3:14b,100,76,5,0
gemma3:12b,100,85,0,100
qwen3:14b,100,34,6,100
ministral-3:14b,100,23,1,0
qwen3:14b,75,7,6,0
qwen3:14b,50,22,9,0
gemma3:12b,75,43,6,0
ministral-3:14b,10,6,3,0
qwen3:14b,100,32,9,0
qwen3:14b,100,9,6,100
gemma3:12b,50,22,4,0
qwen3:14b,75,22,7,0
gemma3:12b,100,83,8,0
qwen3:14b,25,16,7,0
qwen3:14b,100,3,0,0
qwen3:14b,75,59,7,100
gemma3:12b,100,21,1,0
qwen3:14b,100,61,7,100
ministral-3:14b,50,38,7,0
ministral-3:14b,75,28,0,0
ministral-3:14b,100,93,3,0
qwen3:14b,75,31,5,0
qwen3:14b,100,42,3,0
gemma3:12b,100,95,5,0
qwen3:14b,100,92,6,100
qwen3:14b,100,89,9,0
qwen3:14b,100,32,4,0
ministral-3:14b,25,22,5,0
gemma3:12b,100,15,9,0
ministral-3:14b,100,38,7,0
gemma3:12b,75,73,4,100
ministral-3:14b,75,29,1,0
gemma3:12b,100,18,4,0
qwen3:14b,25,3,4,100
ministral-3:14b,75,69,3,0
qwen3:14b,100,39,8,100
qwen3:14b,100,84,7,0
ministral-3:14b,100,98,2,0
gemma3:12b,75,31,5,0
qwen3:14b,50,4,4,0
qwen3:14b,100,48,2,0
gemma3:12b,100,48,9,100
qwen3:14b,50,30,2,0
ministral-3:14b,75,69,4,0
ministral-3:14b,10,9,1,100
qwen3:14b,75,0,7,100
gemma3:12b,75,11,9,0
qwen3:14b,100,29,4,0
qwen3:14b,75,18,4,100
qwen3:14b,100,48,8,0
ministral-3:14b,100,14,0,0
ministral-3:14b,50,31,4,0
gemma3:12b,100,79,7,0
ministral-3:14b,100,12,4,0
ministral-3:14b,50,33,7,0
ministral-3:14b,75,1,5,0
gemma3:12b,25,13,2,100
ministral-3:14b,100,52,8,0
ministral-3:14b,10,6,2,0
gemma3:12b,75,30,2,0
gemma3:12b,50,9,1,0
qwen3:14b,10,2,9,0
qwen3:14b,75,73,4,0
gemma3:12b,25,9,5,100
gemma3:12b,100,67,2,0
gemma3:12b,100,98,5,0
qwen3:14b,100,22,4,100
ministral-3:14b,25,13,8,0
gemma3:12b,100,1,7,0
ministral-3:14b,75,20,7,0
ministral-3:14b,25,18,5,0
gemma3:12b,50,37,4,100
qwen3:14b,50,45,6,0
ministral-3:14b,100,51,8,0
ministral-3:14b,25,15,8,0
gemma3:12b,100,9,7,0
ministral-3:14b,50,13,8,0
ministral-3:14b,100,81,9,0
qwen3:14b,100,60,2,0
ministral-3:14b,100,89,8,0
gemma3:12b,75,58,1,0
qwen3:14b,100,0,0,100
qwen3:14b,25,7,8,0
ministral-3:14b,75,10,6,0
ministral-3:14b,100,66,7,0
gemma3:12b,25,22,1,0
qwen3:14b,10,7,7,0
qwen3:14b,10,6,6,0
qwen3:14b,100,11,4,100
gemma3:12b,100,91,4,100
ministral-3:14b,25,23,3,0
ministral-3:14b,25,14,4,0
ministral-3:14b,25,12,8,0
ministral-3:14b,100,42,7,0
gemma3:12b,100,57,9,100
gemma3:12b,25,4,9,100
ministral-3:14b,100,60,5,0
qwen3:14b,100,60,3,0
ministral-3:14b,75,48,5,100
ministral-3:14b,100,55,5,100
qwen3:14b,25,1,2,0
ministral-3:14b,1,0,2,0
gemma3:12b,100,44,2,0
gemma3:12b,75,35,9,0
qwen3:14b,75,40,1,0
qwen3:14b,100,13,3,0
qwen3:14b,75,31,3,100
ministral-3:14b,100,87,8,100
gemma3:12b,100,0,9,100
gemma3:12b,10,0,9,0
gemma3:12b,100,28,9,0
qwen3:14b,75,58,2,0
gemma3:12b,75,65,6,0
gemma3:12b,75,73,9,0
gemma3:12b,100,97,1,0
qwen3:14b,75,50,2,100
ministral-3:14b,10,6,9,0
gemma3:12b,50,13,4,0
gemma3:12b,75,61,2,100
gemma3:12b,75,44,4,0
qwen3:14b,10,2,2,0
qwen3:14b,50,22,0,100
gemma3:12b,75,12,1,100
qwen3:14b,50,29,7,100
ministral-3:14b,50,0,3,0
ministral-3:14b,75,53,4,0
gemma3:12b,100,37,3,0
ministral-3:14b,50,44,7,0
gemma3:12b,75,66,8,0
ministral-3:14b,75,23,4,100
qwen3:14b,100,62,2,100
ministral-3:14b,75,2,6,0
gemma3:12b,50,45,3,0
qwen3:14b,10,5,1,0
ministral-3:14b,100,9,3,0
ministral-3:14b,100,87,9,0
gemma3:12b,100,87,1,0
gemma3:12b,75,6,2,0
ministral-3:14b,50,30,7,0
gemma3:12b,75,42,0,0
gemma3:12b,10,3,4,0
ministral-3:14b,25,22,8,0
ministral-3:14b,100,42,2,0
qwen3:14b,75,34,9,0
ministral-3:14b,100,10,7,0
ministral-3:14b,50,32,6,0
ministral-3:14b,100,36,9,0
ministral-3:14b,50,16,0,0
ministral-3:14b,75,3,9,100
qwen3:14b,100,45,8,100
qwen3:14b,50,20,8,100
qwen3:14b,75,70,2,100
gemma3:12b,100,5,3,0
gemma3:12b,75,38,6,0
gemma3:12b,100,61,0,0
gemma3:12b,75,5,4,0
ministral-3:14b,100,36,7,0
qwen3:14b,75,3,2,0
qwen3:14b,50,10,1,0
qwen3:14b,100,98,8,0
qwen3:14b,100,22,5,0
gemma3:12b,50,44,2,0
qwen3:14b,75,25,2,0
qwen3:14b,50,40,4,100
ministral-3:14b,10,5,4,0
ministral-3:14b,100,5,2,0
gemma3:12b,75,24,5,0
gemma3:12b,100,0,2,0
ministral-3:14b,50,15,8,0
gemma3:12b,100,63,3,0
qwen3:14b,75,29,5,0
qwen3:14b,100,43,1,100
ministral-3:14b,100,93,8,0
qwen3:14b,50,10,7,100
qwen3:14b,75,56,8,100
ministral-3:14b,100,34,2,0
gemma3:12b,25,24,0,0
ministral-3:14b,75,8,6,0
ministral-3:14b,10,0,7,0
gemma3:12b,100,50,0,100
qwen3:14b,10,9,8,0
gemma3:12b,75,0,1,0
gemma3:12b,75,27,3,0
gemma3:12b,100,20,3,0
ministral-3:14b,50,49,8,0
qwen3:14b,100,88,2,100
ministral-3:14b,75,32,5,0
qwen3:14b,100,98,2,100
qwen3:14b,100,63,5,0
gemma3:12b,75,10,9,100
ministral-3:14b,75,53,5,0
gemma3:12b,100,53,1,0
ministral-3:14b,25,14,0,0
gemma3:12b,100,81,2,0
ministral-3:14b,100,10,4,0
ministral-3:14b,100,48,0,0
ministral-3:14b,100,18,3,0
qwen3:14b,100,79,4,100
gemma3:12b,100,85,2,0
qwen3:14b,25,14,9,100
gemma3:12b,100,84,2,0
ministral-3:14b,100,85,8,0
ministral-3:14b,50,35,3,100
gemma3:12b,50,37,6,0
ministral-3:14b,100,74,9,0
qwen3:14b,100,37,6,100
gemma3:12b,75,66,3,0
qwen3:14b,50,47,4,0
ministral-3:14b,25,4,0,100
qwen3:14b,75,34,2,0
ministral-3:14b,75,73,3,0
gemma3:12b,75,64,7,0
qwen3:14b,75,73,3,100
qwen3:14b,100,76,6,100
qwen3:14b,50,22,8,0
ministral-3:14b,100,79,3,0
gemma3:12b,75,55,5,0
qwen3:14b,100,79,9,0
qwen3:14b,100,92,5,100
ministral-3:14b,50,44,8,0
ministral-3:14b,75,63,2,0
gemma3:12b,50,16,9,100
ministral-3:14b,25,8,0,0
gemma3:12b,100,34,5,100
ministral-3:14b,25,14,9,0
gemma3:12b,75,43,7,0
gemma3:12b,75,51,4,100
qwen3:14b,25,5,0,100
ministral-3:14b,75,27,1,0
ministral-3:14b,100,83,7,0
qwen3:14b,25,5,9,100
gemma3:12b,100,67,6,0
qwen3:14b,50,48,5,0
qwen3:14b,100,73,6,100
ministral-3:14b,75,33,6,0
qwen3:14b,100,65,5,0
qwen3:14b,25,2,2,100
gemma3:12b,75,60,5,0
gemma3:12b,75,20,9,0
ministral-3:14b,100,27,6,0
gemma3:12b,25,21,7,0
gemma3:12b,100,15,8,100
qwen3:14b,100,75,0,100
qwen3:14b,50,36,8,0
qwen3:14b,50,4,2,100
gemma3:12b,75,56,1,0
gemma3:12b,75,74,7,0
ministral-3:14b,25,4,6,0
qwen3:14b,100,29,8,100
gemma3:12b,100,19,0,100
gemma3:12b,100,28,6,100
gemma3:12b,10,3,7,0
gemma3:12b,100,82,8,0
ministral-3:14b,100,13,0,0
ministral-3:14b,75,13,4,100
qwen3:14b,100,91,4,100
ministral-3:14b,75,20,3,100
ministral-3:14b,100,87,0,0
qwen3:14b,1,0,5,0
qwen3:14b,50,38,5,100
gemma3:12b,100,26,9,0
ministral-3:14b,75,73,9,0
ministral-3:14b,50,6,5,0
ministral-3:14b,100,36,4,0
gemma3:12b,100,31,6,0
ministral-3:14b,100,7,1,0
gemma3:12b,100,22,3,100
gemma3:12b,100,47,8,0
gemma3:12b,100,6,5,0
gemma3:12b,10,4,7,0
ministral-3:14b,100,92,8,0
gemma3:12b,100,71,1,0
gemma3:12b,100,98,1,0
ministral-3:14b,100,2,8,100
ministral-3:14b,50,30,0,100
qwen3:14b,10,2,1,0
qwen3:14b,100,33,4,100
qwen3:14b,100,79,5,0
gemma3:12b,100,89,8,0
ministral-3:14b,25,0,2,0
qwen3:14b,10,3,4,0
ministral-3:14b,100,14,9,0
gemma3:12b,75,28,6,0
qwen3:14b,75,4,0,0
gemma3:12b,100,33,2,0
qwen3:14b,75,6,7,0
gemma3:12b,100,33,0,100
gemma3:12b,75,50,0,0
gemma3:12b,100,68,3,0
ministral-3:14b,75,41,0,0
gemma3:12b,75,62,4,100
gemma3:12b,100,49,0,100
gemma3:12b,75,35,0,0
gemma3:12b,75,53,5,0
ministral-3:14b,75,7,9,0
qwen3:14b,75,24,3,100
gemma3:12b,100,72,9,100
ministral-3:14b,100,44,1,0
ministral-3:14b,25,20,1,0
qwen3:14b,75,7,5,0
gemma3:12b,10,5,3,0
qwen3:14b,100,33,3,0
gemma3:12b,75,46,2,0
qwen3:14b,10,1,8,0
ministral-3:14b,100,70,5,0
ministral-3:14b,75,16,3,0
gemma3:12b,75,69,6,0
ministral-3:14b,75,31,4,0
ministral-3:14b,100,85,7,0
qwen3:14b,100,24,0,100
gemma3:12b,75,39,8,0
gemma3:12b,100,5,5,100
ministral-3:14b,50,17,2,0
qwen3:14b,100,79,7,0
gemma3:12b,75,53,3,0
gemma3:12b,25,22,9,100
gemma3:12b,75,48,3,0
qwen3:14b,50,22,3,100
gemma3:12b,75,65,2,0
qwen3:14b,50,46,2,100
ministral-3:14b,100,89,9,0
gemma3:12b,75,39,2,0
ministral-3:14b,75,48,3,0
gemma3:12b,25,2,8,0
qwen3:14b,50,48,1,0
qwen3:14b,75,18,3,100
gemma3:12b,75,44,0,0
qwen3:14b,100,60,7,0
gemma3:12b,100,21,3,0
gemma3:12b,75,55,8,0
qwen3:14b,50,14,0,100
ministral-3:14b,50,47,1,0
qwen3:14b,50,44,8,0
gemma3:12b,50,1,2,0
qwen3:14b,50,42,6,0
gemma3:12b,100,37,8,0
ministral-3:14b,100,79,9,100
qwen3:14b,100,72,8,100
ministral-3:14b,75,32,8,100
gemma3:12b,50,26,4,100
gemma3:12b,100,18,6,0
ministral-3:14b,100,12,9,0
ministral-3:14b,50,39,5,0
gemma3:12b,75,46,0,100
ministral-3:14b,50,18,0,0
qwen3:14b,10,0,8,100
qwen3:14b,75,22,1,0
gemma3:12b,50,32,6,0
ministral-3:14b,50,31,1,100
gemma3:12b,75,61,8,0
ministral-3:14b,75,49,3,0
qwen3:14b,75,53,9,100
qwen3:14b,100,57,0,100
ministral-3:14b,100,23,8,0
ministral-3:14b,50,27,7,0
ministral-3:14b,75,34,7,0
ministral-3:14b,75,45,1,0
qwen3:14b,50,39,0,0
qwen3:14b,25,15,0,100
gemma3:12b,100,3,5,100
qwen3:14b,50,8,1,0
gemma3:12b,50,41,7,0
gemma3:12b,75,4,6,0
ministral-3:14b,25,11,3,100
qwen3:14b,50,32,9,100
gemma3:12b,50,14,2,0
qwen3:14b,100,11,7,0
ministral-3:14b,75,68,2,0
ministral-3:14b,100,38,5,0
gemma3:12b,100,18,8,0
ministral-3:14b,100,68,7,0
qwen3:14b,50,0,2,0
gemma3:12b,75,73,2,0
ministral-3:14b,50,49,2,0
ministral-3:14b,50,39,9,0
ministral-3:14b,100,9,5,0
qwen3:14b,75,42,8,0
ministral-3:14b,75,65,6,0
gemma3:12b,75,7,1,0
ministral-3:14b,100,36,6,0
qwen3:14b,100,89,3,0
gemma3:12b,75,61,0,0
qwen3:14b,75,13,4,0
gemma3:12b,75,58,0,0
qwen3:14b,75,60,2,100
ministral-3:14b,50,38,1,0
gemma3:12b,100,82,9,100
qwen3:14b,100,19,9,0
qwen3:14b,50,17,9,0
ministral-3:14b,75,45,0,0
gemma3:12b,50,40,0,0
qwen3:14b,75,3,8,0
gemma3:12b,50,46,9,100
gemma3:12b,100,15,0,100
ministral-3:14b,100,20,6,100
ministral-3:14b,50,47,3,100
gemma3:12b,100,13,7,0
ministral-3:14b,50,6,6,0
qwen3:14b,50,18,6,0
qwen3:14b,50,46,6,0
qwen3:14b,100,76,2,100
gemma3:12b,10,5,9,0
gemma3:12b,100,57,6,0
qwen3:14b,75,0,4,0
gemma3:12b,75,31,3,0
qwen3:14b,50,38,6,100
qwen3:14b,75,41,6,0
ministral-3:14b,50,44,3,0
ministral-3:14b,25,9,8,0
ministral-3:14b,25,19,7,0
qwen3:14b,50,19,0,100
qwen3:14b,100,66,3,0
qwen3:14b,25,2,0,100
ministral-3:14b,100,71,2,0
qwen3:14b,100,31,8,100
gemma3:12b,75,42,7,0
ministral-3:14b,100,63,8,0
gemma3:12b,100,99,2,0
ministral-3:14b,75,61,8,0
qwen3:14b,50,13,7,100
ministral-3:14b,50,29,8,0
gemma3:12b,25,11,9,100
qwen3:14b,100,40,8,0
gemma3:12b,75,33,3,0
qwen3:14b,25,24,6,0
qwen3:14b,100,10,9,0
gemma3:12b,100,29,3,0
gemma3:12b,50,23,4,0
qwen3:14b,100,46,3,0
qwen3:14b,100,31,1,0
gemma3:12b,100,53,5,100
gemma3:12b,100,98,2,0
ministral-3:14b,50,25,3,0
